Text,Label
@dahmien7 Et 2 gros sac mort pour la table 7 ðŸ¤£ðŸ¤£,none
"Nan wAllah c'est trop Scenic 2 beige un peu cabossé sur le coté immatriculé KF 668 ?? Si je me souviens bien, ce fi €¦ https://t.co/xkJD5uKbR7",none
@2600_888 Perso j'dis renoi et rebeu j'espère que j'insulte personne en disant ça j'aurais le seum,Hate_Speech
RT @so_mkb: Je vous demande rarement mais là  c'est hyper important alors que t'es un gros compte ou pas je me permets de te demander de ret €¦,none
"Alors, encore une fois, accusez moi de manspalining, masculinisme, harcèlement ou ce que vous voulez, si ça vous ch €¦ https://t.co/G01YTKdVgX",Hate_Speech
"Pas mal de monde relève en gros une grosse incohérence, un gros mensonge : Malika Daoust prétend avoir dénoncé de l €¦ https://t.co/aZheu729NG",none
"RT @CharliB97783485: @revmondiale2 cet article permet de dégrossir les contours de la crise 
 https://t.co/MC0upXnVyc
 
 celui-là  sur une appr €¦",none
"@MaadjouDT Dans toute chose si le départ est bon et bien entrepris le reste sera facile, Madjiou chez nous le dépar €¦ https://t.co/UgxoTZ5WpW",none
"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",None
"RT @lae_gmz:  « j'suis attachée mais t'es un Renoi, t'es pas musulman, tu pries pas tu préfère dealer  » mais pitié qui gère la musique de We €¦",Hate_Speech
"RT @realmarcel1: L'enchaînement du gros plan sur l'énorme lustre allumé en pleine journée et  « la sobriété, ça fonctionne  » dans cette vidé €¦",None
@MarieCPalot L'ignoble débile... C'est moi rien à  redire x),Hate_Speech
"RT @ulmoo95:  « Met toi avec un renoi  », on est des objets ? https://t.co/nS6g38nDbt",Hate_Speech
"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",None
Mon + gros combat = ma paresse/flemmardise,None
RT @so_mkb: Je vous demande rarement mais là  c'est hyper important alors que t'es un gros compte ou pas je me permets de te demander de ret €¦,None
RT @Brams_brabra: Il y a des français que ça ne dérange pas de supporter l'Argentine pour un Messi raciste qui qualifiait notamment Drenthe €¦,Hate_Speech
"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",None
RT @MaryC7773: Bravo à  Eric Revel qui remet à  sa place les affreux gauchistes que sont le gros Dray et l'affreux Zeribi. Ils sont tellement €¦,Hate_Speech
RT @IC3COOKY: moi j'ai compris le but de l'anime en gros faut pas aller dans les boîtes de nuit c'est que des trucs haram après ça te retou €¦,Hate_Speech
"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",None
"RT @realmarcel1: L'enchaînement du gros plan sur l'énorme lustre allumé en pleine journée et  « la sobriété, ça fonctionne  » dans cette vidé €¦",None
RT @so_mkb: Je vous demande rarement mais là  c'est hyper important alors que t'es un gros compte ou pas je me permets de te demander de ret €¦,None
"@AnneBrun22 Bonjour Annec, merci beaucoup 
 Gros gros bisous https://t.co/qUeFKJG2w3",None
"@aliseeane Bonjour ma très chère Alisea, merci beaucoup 
 Merveilleuse journée à  toi dans notre belle Bretagne 
 Gros €¦ https://t.co/rO1pnPiyG0",None
"@contessina007 Bonjour ma très chère Contessina, mdr je suis matinal depuis toujours 
 J' aime accueillir le le so €¦ https://t.co/RqlZBmXZMa",None
"@griffonnageora1 Bonjour ma très chère Griffonnage, Cléopatre, la petite princesse et moi te souhaitons un très bon €¦ https://t.co/6Zrch20jMe",None
RT @so_mkb: Je vous demande rarement mais là  c'est hyper important alors que t'es un gros compte ou pas je me permets de te demander de ret €¦,None
"RT @lae_gmz:  « j'suis attachée mais t'es un Renoi, t'es pas musulman, tu pries pas tu préfère dealer  » mais pitié qui gère la musique de We €¦",Hate_Speech
"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",None
@GattepailleMy @BRedonnet Un gros relent de dictatures qui ont toutes appauvri sur tous les plans leurs Peuples,Racism
"@J_Bardella Dechavane et son voisin d'émission don le nom et la notoriété ne pas du tout interpellé, son vraiment d €¦ https://t.co/oJIEmTwIs0",None
@DerKaiserLM10 T'es sà»r tu sais lire gros? Je suis avec l'Argentine pourquoi tu t'acharnes autant?,Bullying
RT @kevinbossuet:  « Il faut dans l'enseignement de l'#histoire renouer avec le récit national afin que tous les élèves quelle que soit leur €¦,None
"@doliqueen_ @MaladeMedecin Pour quel à¢ge ?
 Parce qu'en jeu coop simple, y'a
 Hanabi.
 Sinon : 
 Mysterium
 Le désert in €¦ https://t.co/zziWUAxgQQ",None
Les gros bras de gun-il ðŸ¥µðŸ¥µðŸ¥µðŸ¥µ,None
"Pull!
 Je crois que je vais réviser ma position sur les JO: cette nouvelle discipline du tir au gros pigeon me plaît €¦ https://t.co/DDFmyZncnt",None
RT @davlam15: @Francois_Ruffin les actionnaires ne sont pas de gros messieurs rentiers en costumes qui fument le cigare ...75 % des actionn €¦,Hate_Speech
RT @Springfield_945: Y'a un mec hier matin il est tombé à  cause de la neige quand il s'est relevé il a ramassé son gros sac et il a courru €¦,None
"RT @lae_gmz:  « j'suis attachée mais t'es un Renoi, t'es pas musulman, tu pries pas tu préfère dealer  » mais pitié qui gère la musique de We €¦",Hate_Speech
Les insultes des sudistes c'est trop drà´le  « gros cave  » ðŸ˜‚ðŸ˜‚ðŸ˜‚ https://t.co/kS4WV4pJPJ,Hate_Speech
"Ton mari c'est ton mari ok, mais pourquoi l'élever AUTANT
 
 En plus elle dit : en gros dans l'échela de l'autorité, €¦ https://t.co/k3v7sjJvda",None
"RT @ThisIsDamso: Mettez du respect sur le blase de Damso.
 En toute honnàªteté, son équipe et lui sont les seuls dans l'industrie à  faire ce €¦",None
RT @nptrvaa: et puis flemme à  part si la personne est de sexe masculin grande et a des gros bras là  dans ce cas ça me dérange pas qu'on dor €¦,Hate_Speech
"RT @Kawamatsu95: ðŸŽ GROS CONCOURS ONE PIECE ðŸŽ
 #ONEPIECE 
 
 à€ l'occasion des fàªtes de fin d'année, moi et @zenmarket_fr on fait gagner la Figu €¦",None
"@Vladilenaa_ Oh tqt j'ai eu, tristesse, pute, massacre",Hate_Speech
@UshiFred @Falgor_ @GANanterreLFI @MarxFanAccount Le parallèle que vs faites avec les vss et la misère est particul €¦ https://t.co/K2WZGah4e2,None
"RT @realmarcel1: L'enchaînement du gros plan sur l'énorme lustre allumé en pleine journée et  « la sobriété, ça fonctionne  » dans cette vidé €¦",none
@MaxiBernard_ Quel debile mental  €¦ il me dégoà»te ðŸ’€ðŸ’€ðŸ‘¿ðŸ‘¿ðŸ‘¿ðŸ‘¿ðŸ’‰ðŸ’‰ðŸ’‰ðŸ’‰ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®,Hate_Speech
C'est devenu un gros tapin d'enculés j'ai trop la rage alors que les fans de poupette sont juste des détraqués ment €¦ https://t.co/qcSa2QHTAX,Hate_Speech
@LCI @DariusRochebin Mais lui il croit on est sa pute ou comment ça se passe ?,sexism
@SimoBou @NBelloula Ferme ta gueule gros fils de pute! C est comme tt ce que vs voulez ça n a zaama aucun rapport p €¦ https://t.co/IBmlw7hUve,sexism
tu crois t'as dead ? pauvre conne https://t.co/d1T9Ag7oxo,Hate_Speech
"Les feats de #Damso sur les 4 #Bercy:
 Jour 1 : Dinos, Ninho, Laylow
 Jour 2 : Gazo, Kalash Criminel
 Jour 3 : Aya, An €¦ https://t.co/ikghb3lDPh",none
Les ordures ! De la graine d'Hitler ces UK! J'espère que Vladimir Poutine leur foutra une bombe pour éliminer ces s €¦ https://t.co/pBaLJmzLBZ,Racism
RT @StrorviV3: @ActuFoot_ @lequipe Toujours l'équipe pour faire sortir des polémiques avant des gros matchs,none 
@teddy_wesson @Krieger66362259 Quelle vérité ??!! C'est un gros fake basé sur des rumeurs et sur les dires d'une ca €¦ https://t.co/08cUw7VllQ,none 
"RT @camsouu7: àŠtre une femme en 2022 voilà  : un connard se branle sans aucun gàªne sur moi dans le @RERD_SNCF , quand est-ce qu'on pourra en €¦",sexism
"Les écologistes appellent à  se joindre à  la manifestation prévue ce dimanche 18 décembre à  14h, place de la Victoir €¦ https://t.co/Zr9wgTtSmc",none 
"RT @FDEVPimsCovid: @SellamiSabrina1 Après les embrassades, les gros cà¢lins ,les mains serrées du président durant son voyage au Qatar, il v €¦",none 
"RT @1repas1euro: Dans quelques semaines je vais vous dévoiler le plus gros projet de 1repas1euro depuis sa création, bien plus gros qu'un l €¦",none 
"@SalamecheFC C'est totalement débile quand en plus t'es contre une équipe d'Amérique du Sud, combien de leurs joueu €¦ https://t.co/4TOFykGxJE",Racism
@patoudel @MissKat44678269 @Michael40526013 @LoetitiaH @ElyB02095768 1 perzonne lance une fake en lachant une video €¦ https://t.co/PtVWWMg3tv,Bullying
"@TalkMyFootball Je crois sincèrement que je n'ai jamais vu un aussi gros 50/50 dans un match de football, c'est tellement indécis €¦",none 
"hier jss allées en frippes, j'ai recup un gros sac pour 6 balles et y'a des robes incrrr dans le lot
 c'est le meill €¦ https://t.co/utud8aOuuW",none 
jfhehsusnev ce fils de pute a sorti le projet de l'année en 2021 et 2022 https://t.co/TJQ4ZwrWM8,Bullying
"RT @ulmoo95:  « Met toi avec un renoi  », on est des objets ? https://t.co/nS6g38nDbt",Hate_Speech
"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",None
"RT @LeaFrct: Ma petite sÅ“ur de 20 ans étudie à  #Bordeaux, elle vient de me raconter sa soirée après France-Maroc. Elle a croisé la route de €¦",none 
"RT @lae_gmz:  « j'suis attachée mais t'es un Renoi, t'es pas musulman, tu pries pas tu préfère dealer  » mais pitié qui gère la musique de We €¦",Hate_Speech
"RT @camsouu7: àŠtre une femme en 2022 voilà  : un connard se branle sans aucun gàªne sur moi dans le @RERD_SNCF , quand est-ce qu'on pourra en €¦",Bullying
Si j'y pense et le temps faudrait que je fasse un thread de tous les gros moments de cette année car màªme la on ne €¦ https://t.co/y6hrbyNRRw,none 
"@bougritos2b @MarieCPalot Salut mon frère ðŸ‘‹
 
 Je suis super débile aussi ðŸ¤£ https://t.co/rBSeaWUEsB",none 
"RT @lae_gmz:  « j'suis attachée mais t'es un Renoi, t'es pas musulman, tu pries pas tu préfère dealer  » mais pitié qui gère la musique de We €¦",Hate_Speech
"RT @realmarcel1: L'enchaînement du gros plan sur l'énorme lustre allumé en pleine journée et  « la sobriété, ça fonctionne  » dans cette vidé €¦",none 
RT @lbrahxm: J'ai mal formulé mon tweet mais en gros ces caricatures de merde devrais àªtre interdite psk elles portent atteinte à  une commu €¦,none 
RT @so_mkb: Je vous demande rarement mais là  c'est hyper important alors que t'es un gros compte ou pas je me permets de te demander de ret €¦,none 
"@DalsteinGilles @ericvidalenc En plus sa utilise vieille technique d'harcèlement sur tweeter 
 T'es juste un troll h €¦ https://t.co/7lzshqvzQe",none 
Faut que je prenne la route. Mon doudou me manque déjà  ðŸ¥¹ quand il fait froid comme ça ici je peux mourir pourtant j €¦ https://t.co/XBOC2SCbnH,none 
"RT @KENPACHI_1070: Cristiano Ronaldo: Ne fais aucun tatouage afin de donner son sang au minimum 2 fois par semaine.
 
 Il fait des gros dons €¦",none 
RT @TatianaDeVoe: Le stagiaire en charge de la playlist de Miss France doit àªtre un bon renoi,none 
"RT @Lass2fois: La 3e étoiles ou rien, fuck l'Argentine et ses gros suceurs",Hate_Speech
"@Hoos91 @LauLauRette2432 @l_extracteur Eh non gros débile, j'étais pas vacciné avant l'obligation tu sais pourquoi? €¦ https://t.co/nJoBkALvOS",none 
Eh les amis ça va ? Moi oui ahah ^^ demain je vais au pays du matin calme en gros ðŸ˜ðŸ˜ðŸ˜,none
"Bon, aujourd'hui j'aimerais bien boucler les derniers détails (plus ou moins gros) pour les lives écriture. Puis éc €¦ https://t.co/ycb1cNyFbH",none 
"RT @LeaFrct: Ma petite sÅ“ur de 20 ans étudie à  #Bordeaux, elle vient de me raconter sa soirée après France-Maroc. Elle a croisé la route de €¦",none 
"RT @lae_gmz:  « j'suis attachée mais t'es un Renoi, t'es pas musulman, tu pries pas tu préfère dealer  » mais pitié qui gère la musique de We €¦",Hate_Speech
"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",None
@ActuFoot_ @RMCsport quel débile mais putain et c'est ça notre ballon d'or ç,none 
"mais j'étais un gros weeb dmmdmrrr ça me fume, je me dégoà»te comment ça je faisais des ship https://t.co/R3rlFiFBua",none 
RT @so_mkb: Je vous demande rarement mais là  c'est hyper important alors que t'es un gros compte ou pas je me permets de te demander de ret €¦,none 
"RT @realmarcel1: L'enchaînement du gros plan sur l'énorme lustre allumé en pleine journée et  « la sobriété, ça fonctionne  » dans cette vidé €¦",none
@ilnariencompris 09:09 Dimanche 18.12.2002 4ème dimanche de l'Avent (adventus en latin = arrivée) La messe est à  10 €¦ https://t.co/UTgnfxp9Mm,none
@SKamaliy @Sardoche_Lol Wouahhhhh gros nan nan la France va gagner c'est tout Messi bah c'est ciao,none 
"RT @QuentinOwona007: Les filles qui ont les gros seins pensent qu'elles peuvent nous contrà´ler Lol 
 tout d'abord vous avez raison mais....ðŸ¤” €¦",sexism 
RT @Mendoz___: Marvyn et sa rebeu aux yeux verts,None
"@jalil_fksss En gros c'est comme une soirée avec seulement des musiques chrétiennes, à  l'église on en fait également",none 
"RT @Mamounette55555: @CreoffM @maman_desenfant En France, on ne revient pas sur une decision de Justice. 
 Mais, c'est aussi l'ASE qui veut €¦",none 
"RT @kisscoo65376227: Il y a vraiment de gros problèmes d'attente pour les métros et les bus en particulier !
 
 Que prévoyez-vous concrètemen €¦",none 
RT @couchloukoum__: Dans le dossier harcèlement dans la télé-réalité on a pas assez parlé du cas Anais sur Martika,none 
RT @couchloukoum__: Au delà  du harcèlement moral à  longueur de la journée il y a vraiment eu de la violence physique à  plusieurs reprises,none 
"RT @Missakino2: On dirait elles ont que 3 causes a défendre chaque année: l'harcèlement, l'écologie, la mal traitance animale",none 
"RT @plasmatics77: @Francois_Ruffin Avec 7,26 % du capital (sans doute plus en octobre 2022), soit plus de 190 millions d'actions, les salar €¦",none 
"RT @lae_gmz:  « j'suis attachée mais t'es un Renoi, t'es pas musulman, tu pries pas tu préfère dealer  » mais pitié qui gère la musique de We €¦",Bullying
"Après 1 an de préparation, voici mon plus gros projet ! Mon premier court-métrage officiel qui, je l'espère vous pl €¦ https://t.co/mX3aCnMnxv",none 
@Afrav1 @veroniquegenest bienvenue sur tweeter et merci à  mes gros doigts.,sexism 
"@_1995sv @Kohatome @madamebretzel Norme de sécurité pas respecté, si y'a des situations de harcèlement etc que tu p €¦ https://t.co/YTDPjw95a3",none 
"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",None
@french_malu @QuentinOwona007 Toutes ont le vagin mais pas les gros seins.,sexism
"Oui oui du harcèlement sexiste et aucun respect pour ""la femme"", des propos inadmissibles en voulant la voir se fai €¦ https://t.co/pIpcBDZa2l",none 
@louis_delvallee gros j'ai tellement de vidéos dans mon bigo,none 
"A #Calais, le harcèlement des exilé.e.s se poursuit. En un an, plus de 1700 expulsions de lieux de vie et 3267 tent €¦ https://t.co/EI81sYFcZz",Hate_Speech
"@MarieLaureGB Quand toi tu feras un cour qui réunira 40 millions de spectateurs, peut-àªtre que Coca cola et autres €¦ https://t.co/41FqpzChuj",none 
"RT @BFMTV: ""L'Argentine, ça va àªtre un gros morceau""
 
 Alain Giresse, ancien footballeur de l'équipe de France, est à  Doha pour soutenir les €¦",none
RT @syylllia: Gros MINUIT ??? on va connaître les champions du monde avant miss France à  ce rythme,none
RT @Hazardeux_: Jsuis mort elle a gagné un voyage en Guadeloupe en gros ça lui a dit retourne dans ton pays,none
"La fameuse victimisation. Selon eux, en France, il n'y a pas de différence de traitement, de la discrimination comm €¦ https://t.co/X9A8qKixQz",none
"RT @camsouu7: àŠtre une femme en 2022 voilà  : un connard se branle sans aucun gàªne sur moi dans le @RERD_SNCF , quand est-ce qu'on pourra en €¦",Racism
@saragbhpv Nn mais en gros ça a fait un an la,none 
@morrayptm @ESoumsoum Gros si tu savais ce qu'il se passait réellement c'est les usa depuis bien bien longtemps et €¦ https://t.co/YKrLo6yP1E,none 
"RT @quemendo: [THREAD] Sons Rap Fr 2016 (Liste Non Exhaustive)
 
 Pas les plus gros hits mais juste des sons représentant le paysage rap fr d €¦",none 
"ðŸ‡«ðŸ‡·ðŸ‡¦ðŸ‡· FINALE #CoupeDuMondeFIFA 
 
 Quoi qu'il arrive une 3ème étoile se posera sur l'une des deux tuniques arborée ce €¦ https://t.co/eI9XnGyjRF",none 
"En ce moment je suis à  fond à  écouter h24 du Nu metal (j'ai personnellement un gros coup de cÅ“ur pour Korn, Soad, S €¦ https://t.co/QJ9hnvJHj4",none 
"RT @PierreBotte1: ""Les yeux plus gros que le ventre"" https://t.co/388vOc27K8",Hate_Speech
Par contre vraiment màªme 4 ans après ce gros chien me traumatisé toujours jviens de me réveiller en sursaut pcq j'a €¦ https://t.co/obHGCBbZNC,Bullying
"RT @TrashTalk_fr: Ja Morant, victime de l'expulsion la plus débile de l'année en NBA : parler à  un fan, c'est désormais condamné https://t. €¦",none
"@Leni_6700 Casser les couilles aux gens ?
 Tu doit àªtre le màªme type de gars que celui qui s'est fait chopper, une belle merde en gros",none
RT @so_mkb: Je vous demande rarement mais là  c'est hyper important alors que t'es un gros compte ou pas je me permets de te demander de ret €¦,none
RT @so_mkb: Je vous demande rarement mais là  c'est hyper important alors que t'es un gros compte ou pas je me permets de te demander de ret €¦,none
@nolegz21 @dlgarn75 @juliehenches L'immigration est à  la fois une énorme richesse pour la France et représente auss €¦ https://t.co/WRSs3ZcDin,none
"@Marvel_Fit à‡a devient très intéressant mais il faut plus s'investir dans le manga pour bien comprendre les enjeux, €¦ https://t.co/t5zUoWgb83",none
@ZgaZgaPrivee nn en gros le mec a dis que les joueurs de la france comme la majorité ils sont noirs ou métisses ils €¦ https://t.co/N1V2phLGSY,none
@HilguegueVega Petite pute https://t.co/lWlaMu64AB,none 
"@cstpasleH C'est une dinguerie lui, un gros pédophile",none
@odrobsed @Enthoven_R Putain y a encore de gros cassos bloqués dans le Covid avec leur poncifs sur Nuremberg ðŸ¤£ https://t.co/GUYL1Vznm5,none
"@AllirdMych @OpensourceSpc Allez y montrez nous, allez vous faire exploiter et bosser dans des conditions de merde, €¦ https://t.co/Ve2u6ROOpr",none
"RT @LeaFrct: Ma petite sÅ“ur de 20 ans étudie à  #Bordeaux, elle vient de me raconter sa soirée après France-Maroc. Elle a croisé la route de €¦",none
@gh4nia dima maghrib avec le drapeau de l'algerie et dla tunisie keske t conne,none
Joense que le pire truc dans la part 6 de jojo c le harcèlement sexuel de anasui pcq sans ca la partie est super,none
"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",None
"RT @lae_gmz:  « j'suis attachée mais t'es un Renoi, t'es pas musulman, tu pries pas tu préfère dealer  » mais pitié qui gère la musique de We €¦",none
"On va donc assister à  l'un des plus gros match de l'histoire du football aujourd'hui
 
 Allez les bleus",none
"RT @lae_gmz:  « j'suis attachée mais t'es un Renoi, t'es pas musulman, tu pries pas tu préfère dealer  » mais pitié qui gère la musique de We €¦",none
"@unevoiture_ Hier, en faisant du vélo avec #9ans , je lui expliquait  « les plus gros/rapides doivent faire attentio €¦ https://t.co/v0Fw6nTaRm",none 
"@pizza_caramel Ohhhhh la grande tristesse. Sois heureuse à  la Grande Sieste Bidulette.
 Gros Soutine à  ta famille",none
"RT @snkrflo: Peut àªtre miss Réunion elle est débile de fou, elle a ratée le teste de culture G #MissFrance https://t.co/mQuA4r80wz",none
@y4n05h CONNASSE,Bullying
@jmb75012 @danoo77711 J'espère que tu vas mieux ... Gros cà¢lins de chaleur ðŸ˜˜ðŸ˜˜,none
@Moustachesbycb1 Bonjour. Bon et beau dimanche à  toi mon Christophe. Bises mon bà´ SavoyardðŸ˜˜Bonne journéeðŸ˜˜Bon week-e €¦ https://t.co/VMMVnMKJBq,none
"Si la France perd, je deviendrai alors le plus gros hater de Messi",Hate_Speech
Waaa je vais mute le mot Messi j'en ai marre de voir les plus gros suceurs de Messi sur Twitter c'est très grave,Bullying
"@MountouTam @_BeFootball Ouais on verra si ta ptite pute de Messi est capable de gagner une coupe du monde, on en reparle ce soir",Hate_Speech
RT @AilpheK: En gros le code de la consommation autorise les opérateurs à  faire des augmentations sauvages sans accord du consommateur (wha €¦,none
"RT @lae_gmz:  « j'suis attachée mais t'es un Renoi, t'es pas musulman, tu pries pas tu préfère dealer  » mais pitié qui gère la musique de We €¦",none
"@DuvTweet_ Bon là  c'est vrai y a matière à  débattre mais en gros tous les autres ""concurrents "" on fait une saison €¦ https://t.co/bcqfzd3dTT",none
"RT @MeCkisayandCo: @Sarah41659531 La chaîne avait supprimé cette interview suite au harcèlement des NFM. 
 Tt comme ils ont harcelé L'Expres €¦",none 
Vraiment c juste l'éloquence et ça Bh c un gros problème https://t.co/Qzmfalo3Iq,none 
"@BFMTV les plus dangereux = les supporters anglais de l'ultra droite = c'est le plus gros danger qui menace la france ! 
 ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£",none
@i8every1 Non je pense pas que les projets soit jetable comme tu dis c'est juste qu'à  partir du moment où ça peut t €¦ https://t.co/G03MN80tXv,none
@lukelucassss7 @nahel_weldik @MontCorvo_Off Lui repond plus ca sert a rien soit il troll soit il est completement d €¦ https://t.co/trZ3XEzuxh,none 
"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",None
"RT @Jeffrey0092333: Si je comprends bien, @AQuatennens après avoir subi un lynchage médiatique sans précédent, devrait continuer à  ne pas p €¦",none
"RT @ulmoo95:  « Met toi avec un renoi  », on est des objets ? https://t.co/nS6g38nDbt",none
"RT @Lass2fois: La 3e étoiles ou rien, fuck l'Argentine et ses gros suceurs",Hate_Speech
RT @syylllia: Gros MINUIT ??? on va connaître les champions du monde avant miss France à  ce rythme,none
@BosettyCreateur @mlb_95 @aymdefr tais toi un peu la situation est drà´le normal il rigole surtout qu'il dérange per €¦ https://t.co/gPcsdDcyhl,none
Tu met une pomme plus à  droite et l'autre à  gauche et tu coupe comme ça y aura deux petits morceau pour la rousse 1 €¦ https://t.co/vIC4FOCiDq,none
"C'est marrant les footix qui relaient des vidéos d'Argentins pour souligner que ce sont des gros racistes,sans rele €¦ https://t.co/6rIR14Vw2U",none
"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",None
https://t.co/dnh4J0uqNq le harcèlement c est l affaire de tous et toutes pour une école de tolérance de confiance e €¦ https://t.co/RlfpNwQ9hG,none
@yannoujr10 J'ai envie de chialer jvien de me réveiller avec un gros mal de gorge jsuis bz pour crier jvai pt les plombs ðŸ˜“,none
"...
 Condamné pour harcèlement sur des femmes qui parle. https://t.co/aFxW8cyhZF",none
@alx_dtt @gwadadafamilly Ho le gros tas c'est mérité j'espère que ses enfants vont se marier avec des arabes,none
RT @sugiramireille: @Hktoday_TV Hahaham comment fait tu pour àªtre aussi débile?ðŸ˜‚ðŸ˜‚,none
RT @so_mkb: Je vous demande rarement mais là  c'est hyper important alors que t'es un gros compte ou pas je me permets de te demander de ret €¦,none
Je crois que j'ai fait une overdose de gros sourcil j regarde mes anciens sourcils et ils me manque mais c'est trop dur d'arràªter,none
@TwittosVaniteux @Guillermonizuka En gros Miura défendrait la  « pedophilie  » màªme si je pense que c'est plutà´t les lolicons,none 
@letheoricien228 Non faut des humains adaptés c'est pas normal d'àªtre gros comme ça,none
"RT @LeaFrct: Ma petite sÅ“ur de 20 ans étudie à  #Bordeaux, elle vient de me raconter sa soirée après France-Maroc. Elle a croisé la route de €¦",none
"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",Racism
RT @jprinceQ: Back-to-back CDM serait le plus gros exploit de l'ère moderne pour vous ou pas ? Vu que certains pensent que la LDC est plus €¦,none
RT @TatianaDeVoe: Le stagiaire en charge de la playlist de Miss France doit àªtre un bon renoi,none
"@AdrienDfx @BACKANDMORE Harcèlement mutuel abruti de déconstruit....çà  par contre, tu démontres que tu es sélectif",none
"@achabus @CNEWS Gros malin prouve le contraire au lieu de faire ton pleunichard d escrolobobos islamo gauchistes, €¦ https://t.co/PrmljCTDND",none
@pizza_caramel Onion !! Tite choupinette ! Bonne grande sieste à  twa . Tu l'as droit au repos maintenont . Avec l'h €¦ https://t.co/G0dkpCQ4AD,none
je ne dissocie pas l'auteur de l'oeuvre parce que c'est un truc de fils de pute,Hate_Speech
@VDAaaaaaaa @Uzii_crypto Tu as sà»rement raison la dessus mais je ne crois tout de màªme pas au 12k. 14k a la limite €¦ https://t.co/VfaAGTGNn4,none 
"RT @realmarcel1: L'enchaînement du gros plan sur l'énorme lustre allumé en pleine journée et  « la sobriété, ça fonctionne  » dans cette vidé €¦",none 
"RT @lae_gmz:  « j'suis attachée mais t'es un Renoi, t'es pas musulman, tu pries pas tu préfère dealer  » mais pitié qui gère la musique de We €¦",Racism
@Maxouks billet a gratter a 2 ou 3 euros????qui peu rapporter gros,none
RT @souleyyk: pour avoir twitter en blanc faut vraiment àªtre un gros rac!ste,none
"RT @Mamounette55555: @CreoffM @maman_desenfant En France, on ne revient pas sur une decision de Justice. 
 Mais, c'est aussi l'ASE qui veut €¦",none
@tout_est_clair ðŸ˜­ðŸ˜­ðŸ˜­ nan gros j'me suis réveiller à  7h30 un dimanche jsuis submerger pas l'évènement alors que j'ai €¦ https://t.co/NPT4Mf0BGG,none 
"@Dragocmoi @heyomeech956 @Timahi_ En gros il dit que l'argentine est le pays qui représente le plus son peuple, alo €¦ https://t.co/0n6tmifNWC",none
@KICKNASS91 Gros je suis trop heureux mdrrrrrr,none
Par la barbe de la chèvre si on gagné au loto notre gros souci de trouver un logement serait terminé manque de pot €¦ https://t.co/zdxiikE3i8,none
"@luca_varan Non c'est cet après-midi a 15h
 Mdrr en plus le gros haineux tweet seulement sans connaître l'heure du match ?",none
@yellowKless @FrenchRapUS Sauf que gims n'a pas de gros boulard,none
RT @IamLilGuap: @WejdeneOfficiel @GenezioLV Bassem en bas de chez Wejdene après le son Rebeu Renoi : https://t.co/M5knBoOtX7,none
"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",None
"RT @LeaFrct: Ma petite sÅ“ur de 20 ans étudie à  #Bordeaux, elle vient de me raconter sa soirée après France-Maroc. Elle a croisé la route de €¦",none
"RT @realmarcel1: L'enchaînement du gros plan sur l'énorme lustre allumé en pleine journée et  « la sobriété, ça fonctionne  » dans cette vidé €¦",none
"RT @victoireKeravel: STOP aux détracteurs qui disent que j'exagère sur les dealers, délinquants à  #Nantes regardez la vidéo prise cet hive €¦",none
RT @Bellinarg4: Bill Gates prévoit une  €œcontagion catastrophique € capable de tuer de jeunes adultes et des enfants €¦que nous prépare Gates ? €¦,Hate_Speech
"@RMCsport Entre @lequipe et @RMCsport qui est le plus con?
 Celui qui donne une info de merde ou celui qui la relaye €¦ https://t.co/gkS7RAQbJN",Bullying
