text,label,label2,to be removed,merged_labels
@silkcoleman1 @lasource75006 Sucer un autre homme c'est un pêche aussi non ? Gros bandeur,none,,no,none
"RT @Yavdoha: « Plus de chauffage. Je dors en bonnet et avec des gros gants en laine, dis ma copine d’enfance. Difficile de s’endormir, mais…",none,,no,none
"@Alzar__1 Faut lire mdr, c’est un mini comics qu’il a fait ou il cautionne la pedophilie en disant en gros que c’est rien de mal",none,,no,none
"RT @fijadalupa: Après avoir accusé les Anglais au stade de France, le gouvernement pointe les exactions de l’extrême-droite suite aux viole…",none,,no,none
"C’est honteux de dire sa évidemment, sa devrait pas exister même en manga mais chez eux si sa permets de limiter le… https://t.co/dRNByyEbxa",none,,no,none
"RT @realmarcel1: L’enchaînement du gros plan sur l’énorme lustre allumé en pleine journée et « la sobriété, ça fonctionne » dans cette vidé…",none,,no,none
"RT @PrintempsCare: 🔥 C'est aujourd'hui 🔥
 
 Journée internationale des migrant·e·s 
 
 Contre Darmanin et son monde : Solidarité, Liberté, Égal…",None,,no,None
"RT @PrintempsCare: 🔥 C'est aujourd'hui 🔥
 
 Journée internationale des migrant·e·s 
 
 Contre Darmanin et son monde : Solidarité, Liberté, Égal…",None,,yes,None
RT @kevinbossuet: « Il faut dans l'enseignement de l'#histoire renouer avec le récit national afin que tous les élèves quelle que soit leur…,none,,no,none
"RT @LeaFrct: Ma petite sœur de 20 ans étudie à #Bordeaux, elle vient de me raconter sa soirée après France-Maroc. Elle a croisé la route de…",none,,no,none
RT @so_mkb: Je vous demande rarement mais là c’est hyper important alors que t’es un gros compte ou pas je me permets de te demander de ret…,none,,no,none
@lnstantFoot @tv2newsdk Les marocains ont aucune leçon à recevoir de gens qui envoient leur parents en maison de re… https://t.co/YzrvEpBudw,none,,no,none
"RT @PrintempsCare: 🔥 C'est aujourd'hui 🔥
 
 Journée internationale des migrant·e·s 
 
 Contre Darmanin et son monde : Solidarité, Liberté, Égal…",None,,yes,None
@user4244182 @FerrierJoel2 @f_philippot Tu ne dois pas bien comprendre le sens du mot cassos. Un débile de plus de la philipponie.,bullying,,,bullying
C te sale pute qui veut que faire du buzz https://t.co/Acd5RhxDY2,"hate speech, sexism",,yes,"hate speech, sexism"
"RT @evatarace: Yousra nique bien ta mère sale pute, elle m’a vnr avec son tieb","hate speech, sexism ",,yes,"hate speech, sexism "
"@theirish80slady Un temps ou ""Christmas"" et ""Noël"" n'était pas encore des gros mot 😍",none,,no,none
RT @asnatou89: Elle sait très bien cuisiné.. C'est une grosse menteuse.. Elle compte pas arrêter son gros mensonge la yousra lkh.. Juste po…,none,,no,none
"RT @lae_gmz: « j’suis attachée mais t’es un Renoi, t’es pas musulman, tu pries pas tu préfère dealer » mais pitié qui gère la musique de We…",racism ,,yes,racism 
"@Kxmils @Mohzefukaz @Farid380000 Dis tu parles beaucoup, je devais parler seul non? T’en as gros sur la patate appa… https://t.co/8vU9vKiRRl",none,,no,none
"@Kxmils @fleau_gb @Mohzefukaz @Farid380000 Mdr Kamui, 0 personnalité, fan de luffy, le gars ne respire que pour One… https://t.co/HKBMdEIzQK",none,,no,none
@Sirove_ @Angel_Ridley__ Ridley qui rentre dans la balance gros ça y est https://t.co/tswJLfNy1F,none,,no,none
"@Barloche1 @gazogen72 @KFPancake c’était trooooop marrant frère, je suis debile mais c’était juste parfait",none,,no,none
RT @RAbsolument: Espagne : Un migrant Marocain détruit une crèche de Noël à Calahorra au marteau https://t.co/0AaQRL4Iws,None,,yes,None
"@Clairobscur__ Force à toi 🙏
 Parler d'un sujet aussi dur que celui-ci et n'avoir en réponse que des gros animaux pr… https://t.co/A2RaCWZ6Qw",none,,no,none
"RT @camsouu7: Être une femme en 2022 voilà : un connard se branle sans aucun gêne sur moi dans le @RERD_SNCF , quand est-ce qu’on pourra en…",bullying ,,yes,bullying 
RT @Brams_brabra: Il y a des français que ça ne dérange pas de supporter l’Argentine pour un Messi raciste qui qualifiait notamment Drenthe…,racism,,yes,racism
@mary_cul Le rock+ Mongol c'est génial ^^,None,,no,None
"RT @zangobinks: Je suis pas superstitieux mais c’est vraiment fini pour l’argentine, Drake c’est le plus gros chat noir, on a fait une coll…",racism,,yes,racism
@Kabilasoya @Yeah_is_Jason Il prouve aussi que les femmes peuvent chercher à séduire le même homme jusqu’à se dénud… https://t.co/RHZ997x3PS,sexism ,,yes,sexism 
"@figoll_sandra @EmmanuelMacron Aucun(e) président(e) n a fait le déplacement, elles/ils n étaient pas invités par l… https://t.co/Wa7oTmg47k",none,,no,none
"RT @ulmoo95: « Met toi avec un renoi », on est des objets ? https://t.co/nS6g38nDbt",racism ,,yes,racism 
"@libellu09629276 @Pekin2Bantam Oui des frites, Nutella, soda ... Même le tout petit de 5 mois mange mal déjà.
 
 Tu m… https://t.co/gshuCKTz8t",none,,no,none
@vapeurverte420 @Totxxx_ @MaesOfficiel Ptdrrrr le plus gros comédien que j'ai vu sur twitter,none,,no,none
RT @RAbsolument: Espagne : Un migrant Marocain détruit une crèche de Noël à Calahorra au marteau https://t.co/0AaQRL4Iws,None,,yes,None
@matthdiez @YasskoAgain69 @_BeFootball Là c est ton avis qui est frauduleux Gros,none,,no,none
"Ne défendez pas un harcèlement, en harcèlant d'autre personne.
 
 C'est inutile.",none,,no,none
"@DrlaskarLaskar @THEVENONPierri1 Collabo de quoi ???? Allez en Russie pourquoi ??? 
 Quand vos commerces de proximit… https://t.co/oTjIDQ4Mck",none,,no,none
"RT @SebaouiHammou: L’enchaînement du gros plan sur l’énorme lustre allumé en pleine journée et « la sobriété, ça fonctionne » dans cette vi…",none,,no,none
RT @RAbsolument: Espagne : Un migrant Marocain détruit une crèche de Noël à Calahorra au marteau https://t.co/0AaQRL4Iws,None,,yes,None
"@Sarah41659531 La chaîne avait supprimé cette interview suite au harcèlement des NFM. 
 Tt comme ils ont harcelé L'E… https://t.co/g1Fop8aocR",none,,no,none
"RT @victoireKeravel: STOP aux détracteurs qui disent que j'exagère sur les dealers, délinquants à #Nantes regardez la vidéo prise cet hive…",none,,no,none
RT @sicvitaestVIII: M@EmmanuelMacron ne serait-il pas temps de quitter votre fonction car vous êtes indigne de représenter le peuple Franç…,bullying,,yes,bullying
"RT @jfpoisson78: Crise #Covid_19, conflit #UkraineRussiaWar, mis au ban #orban et Hongrois... L'UE se fait de plus en plus donneuse de leç…",none,,no,none
"RT @camsouu7: Être une femme en 2022 voilà : un connard se branle sans aucun gêne sur moi dans le @RERD_SNCF , quand est-ce qu’on pourra en…",none,,no,none
RT @RAbsolument: Espagne : Un migrant Marocain détruit une crèche de Noël à Calahorra au marteau https://t.co/0AaQRL4Iws,None,,yes,None
@The_Sorrow_Foot @lequipe On est bien avec un débile,bullying ,,yes,bullying 
@Bookieestlegoat @Footballogue @KDjaziri Ton tweet est débile surtout mdrrrrr,hate speech ,,yes,hate speech 
@The_Sorrow_Foot @lequipe Pourquoi parler avec un débile qui parle de fraude sur edf l’es algérien fermer là donc v… https://t.co/MJbWB97RB1,bullying ,,yes,bullying 
"@mnr94_ @_BeFootball @F_Edits Ptn même sur un tweet de l’EDF vous parlez de Marseille, on a trop un appart dans votre gros crâne",none,,no,none
@infostrategique Ben ..Elle a déjà dit qu'elle voulait pas en parler..C'est du harcèlement d'extreme droite là 😂🤣,none,,no,none
@iwf_iwf @LGMusulman3 Et c’est pareil dans quasiment tous les endroits où les maghrébin et renois sont en masse…,racism ,,yes,racism 
@iwf_iwf @LGMusulman3 Voyage dans le monde et tu verra que la France est l’un des pays qui en offre le plus et pour… https://t.co/WEyDtcOfN6,none,,no,none
M@EmmanuelMacron ne serait-il pas temps de quitter votre fonction car vous êtes indigne de représenter le peuple F… https://t.co/WcQBIswIj5,none,,no,none
"RT @HeurafoodsFr: L'un des plus gros mythes perpétués par l'industrie de la viande animale, c'est de faire croire que manger de la viande l…",none,,no,none
RT @n6hssi: Putain mais jpe plus la sac j’aimais trop ses snap qd c’était une pute vrm son prime,hate speech ,,yes,hate speech 
@OlivierKlein93 @gouvernementFR @KARLOLIVE @Prefet78 @ThivGrignon @emmaus_france @EmmanuelMacron @Elisabeth_Borne #… https://t.co/bfFfd0MBay,none,,no,none
@olivier_mineau @Vero_Jacquier @CNEWS @PascalPraud @LCI À chaque que fois que je met CNews j’ai peur de sortir de… https://t.co/xZikNF7Pml,none,,no,none
RT @JeanClaudevial1: @AlexDeRubempre @PascalPraud @Qofficiel @CNEWS Pascal Praud qui ose dire qu'il n a pas d idéologie et même Dartigolles…,none,,no,none
RT @RAbsolument: Espagne : Un migrant Marocain détruit une crèche de Noël à Calahorra au marteau https://t.co/0AaQRL4Iws,None,,yes,None
"RT @realmarcel1: L’enchaînement du gros plan sur l’énorme lustre allumé en pleine journée et « la sobriété, ça fonctionne » dans cette vidé…",none,,no,none
Mongol https://t.co/eN1BZWpSUJ,racism,,yes,racism
Ok bah nique ta grand-mère la pute Ripto la vache je vous raye tous les deux de ma vie je vous supprime de mon île… https://t.co/2RttDrZR6y,"hate speech, homophobia ",,yes,"hate speech, homophobia "
"RT @rtlgrandest: Je suivais le défilé des « motards Père-Noël » dans Nancy, ça se termine par un wheeling et un gros carton en plein centre…",none,,no,none
@VibronSport Mais il a peut-être des obligations perso . Polémique débile,none,,no,none
RT @RAbsolument: Espagne : Un migrant Marocain détruit une crèche de Noël à Calahorra au marteau https://t.co/0AaQRL4Iws,None,,yes,None
RT @RAbsolument: Espagne : Un migrant Marocain détruit une crèche de Noël à Calahorra au marteau https://t.co/0AaQRL4Iws,None,,yes,None
"RT @victoireKeravel: STOP aux détracteurs qui disent que j'exagère sur les dealers, délinquants à #Nantes regardez la vidéo prise cet hive…",,none,,none
@tgodet11 @ZemmourEric Imbécillité typique des abrutis de gauche capables de détruire patrimoine et civilisation au… https://t.co/7wpPJqIVGc,,insult,,insult
"RT @victoireKeravel: STOP aux détracteurs qui disent que j'exagère sur les dealers, délinquants à #Nantes regardez la vidéo prise cet hive…",,none,,none
"RT @SebaouiHammou: L’enchaînement du gros plan sur l’énorme lustre allumé en pleine journée et « la sobriété, ça fonctionne » dans cette vi…",,none,,none
"RT @fijadalupa: Après avoir accusé les Anglais au stade de France, le gouvernement pointe les exactions de l’extrême-droite suite aux viole…",,sexual harassment,,sexual harassment
"RT @jfpoisson78: Crise #Covid_19, conflit #UkraineRussiaWar, mis au ban #orban et Hongrois... L'UE se fait de plus en plus donneuse de leç…",,none,,none
RT @charliemedusa: dans le métro bondé quelqu’un s’est fait pousser par des gens qui entraient en masse et a lâché « Pécresse !! » puis que…,,none,,none
@DreJoanneLiu @kimlouiselavoie C est le masque qui donne les infections respiratoire pauvre conne,,none,,none
RT @RAbsolument: Espagne : Un migrant Marocain détruit une crèche de Noël à Calahorra au marteau https://t.co/0AaQRL4Iws,None,none,yes,none
@ABoulery @ivanrioufol L'Afrique étant un continent de 30.37millions km2 😂😂c'est un gros mytho de dire qu'on te con… https://t.co/vGBw0QeOgh,,none,,none
"RT @Clem_Autain: Salah Hamouri est expulsé en France après des mois de harcèlement judiciaire. 
 
 Constitutant un précédent juridique, cette…",,harassment,,harassment
@Nectarine54 @LAURENCE_CHVL37 @calounettes @PhilippeDubarr2 @MarjorieClair11 @Zemorita @Roupsidouu @ZoyaDouce… https://t.co/6GeA58oL6X,,none,,none
RT @RAbsolument: Espagne : Un migrant Marocain détruit une crèche de Noël à Calahorra au marteau https://t.co/0AaQRL4Iws,None,none,yes,none
@JLMelenchon Mdr!! Le plus gros problème pour la sécurité c l'immigration dont vous êtes un grand défenseur alors q… https://t.co/DGRPDRVidt,,none,,none
"@MaudLefebvre19 Est-ce qu'il les a remboursé avec dommages et intérêts, vu qu'ils ont été spoliés pour aller assist… https://t.co/5b0E4Obzff",,none,,none
"RT @PierreBotte1: ""Les yeux plus gros que le ventre"" https://t.co/388vOc27K8",None,none,,none
"RT @LeRobert_com: Qui choisit les nouveaux mots et sur quels critères ? Comment les repère-t-on ? Découvrez vite ce ""Top 12 des questions q…",,none,,none
"RT @NFLFrance: 🎥 GREG JOSEPH AVEC LE FIELD GOAL POUR LE PLUS GROS COMEBACK DE L’HISTOIRE, 33 POINTS ! #Skol
 
 💻 @beinsports_FR 5 #NFLextra
 📲…",,none,,none
RT @RAbsolument: Espagne : Un migrant Marocain détruit une crèche de Noël à Calahorra au marteau https://t.co/0AaQRL4Iws,None,none,yes,none
"RT @wassblf: Imagine tu pardonnes à une copine qui t’as zappé du jour au lendemain, Inès j’te déteste sale kelba t’es trop conne",,bullying,,bullying
Gros si t’es mon frère ils prennent ma vie ils prennent la tienne,,none,,none
"RT @Aurelia_1aurel: ls enquêteurs,cela en fait l'un des plus gros fournisseurs d'images sexuelles contre ls enfants sur le dark web. Des e…",,sexual harassment,,sexual harassment
RT @pam33771: ☠️💉 Ils peuvent être si gros et si résistants qu'il est impossible de pomper du liquide d'embaumement dans les vaisseaux sans…,,none,,none
"@You92ka @Ryojii_qlf @said92z L'histoire : le lore du jeu est incroyable, juste que le jeu n'a pas besoin de 30000… https://t.co/toTNPEJbIe",,none,,none
RT @RAbsolument: Espagne : Un migrant Marocain détruit une crèche de Noël à Calahorra au marteau https://t.co/0AaQRL4Iws,None,none,yes,none
@djyako42300 @ssoumier Une personne talentueuse employée en CDI devra accepter d'être payé beaucoup moins que les s… https://t.co/JqXUKSV5N6,,none,,none
@Cdanslair Plus c'est gros plis ca passe ! Tu balances des chiffres a la tv dans n'importe quel sens et c bon,,none,,none
@EmmanuelMacron En gros on va bosser jusqu'à 65 ans pour une retraite de misère pour payer le plus gros scandale fi… https://t.co/8t8AU5qdLp,None,none,,none
@chronik59 @AngryRiese Bha gros regarde les premières patates qui lui met il est déjà bien mal,,none,,none
@HKouto @MatandaSamuel2 @v2_chick @benjipaname @FauchetLino @psgcommunity_ Mais gros mais gros c'est le passé arrêt… https://t.co/pbi9Fi3Gdm,,none,,none
"@vestalles @ideesalire (PS : c’est soit « petit ours brun est malade », soit « le gros rhume de Petit Eléphant » ma… https://t.co/fAqKsIyWR9",,none,,none
@_AlexdeCastro_ Décidément l'hypocrisie est l'une des merveilles de la France. Il est libre de pensée et dire ce qu… https://t.co/9o65Mn3Pbv,,none,,none
"@AlainSobi1 @PAXI64250 @barriere_dr Ok gogols, c’est bien tu sais t’exprimer avec des emojis comme le bon gros mout… https://t.co/bbo41IVFXF",,none,,none
RT @asnatou89: Elle sait très bien cuisiné.. C'est une grosse menteuse.. Elle compte pas arrêter son gros mensonge la yousra lkh.. Juste po…,,insult,,insult
RT @RAbsolument: Espagne : Un migrant Marocain détruit une crèche de Noël à Calahorra au marteau https://t.co/0AaQRL4Iws,None,none,yes,none
@fayzenfps Tu ouvre les 2 cadeaux rouge à gauche donc le gros rouge et et le disque après le violet au milieu et en… https://t.co/NqkiSH3cav,,none,,none
@7hedayafter @booba @MaesOfficiel Toi tu a trop entendu de betise meme a lancienne cetais bagarre de pute avec lame… https://t.co/dfTi4B6nIc,,none,,none
@sousouu21 @Sarahfraisou Si tu prends sa défense c’est que tu es conne comme elle . Une personne normale elle réflé… https://t.co/vaZfqJV65F,,insult,,insult
"@sousouu21 @Sarahfraisou Débile que tu es sa villa elle l’emportera pas avec elle dans sa tombe ni son fric .
 Avoir… https://t.co/0CoNnHBsKe",,none,,none
"RT @realmarcel1: L’enchaînement du gros plan sur l’énorme lustre allumé en pleine journée et « la sobriété, ça fonctionne » dans cette vidé…",,none,,none
"RT @victoireKeravel: STOP aux détracteurs qui disent que j'exagère sur les dealers, délinquants à #Nantes regardez la vidéo prise cet hive…",,none,,none
@CBTC43 @ZohraBitan Un parent d'élève n'a pas à serrer la main à un enseignant.,,none,,none
@ZohraBitan C'est pourquoi il faut commencer à s'expatrier. Pays trop mal dirigé.,,none,,none
@LeNat57 @EMSIDEM @MariuszMarchel Mais je vois une chose! On a plusieurs gros gros wallets qui distribuent gentimen… https://t.co/hQuvcGmX4r,,none,,none
RT @RAbsolument: Espagne : Un migrant Marocain détruit une crèche de Noël à Calahorra au marteau https://t.co/0AaQRL4Iws,None,none,yes,none
@BilleciLoic @WayneCorpBackup @4h14_ @unarobaze Ta même rt t'es vraiment un fils de pute cest une folie,,insult,,insult
@MarjorieClair11 @SBEN1272 @Isabel723277471 @urbany73 @Pilotte_daniel @Frannycrazy13 @PhilippeDubarr2 Hello ma Marj… https://t.co/UJwRda9jN1,,none,,none
"ON ENCAISSE EN #NBA 🏀✅
 
 CONFIANCE DU SOIR ⚡⚡
 @ 1.84 🚀✅
 50€ ➡️ 91.80€ 💰✅
 
 COMBINÉ FUN 🍀
 @12 🚀🚀
 6/7 ❌
 Morant exclu à… https://t.co/yNTQEMcSbJ",,none,,none
Je crois que je retombe amoureuse de mon ex…putain ce que je suis conne parfois,,none,,none
@blurvial tu avais raison le film est juste débile genre vrm il me laisse la mm impression d'une conversation avec qqun de bete,,insult,,insult
"@nagi_chanS Je n’ai pas été voir les cités de cette vidéo, je pars juste de cette publication mais bon et bien sûr… https://t.co/u61vPe3brx",,none,,none
@Barba___Rossa On dirait le grand Mongol qu'il faut battre dans les films d'art martiaux,,none,,none
@Merveillle_or T’es débile,Insult,insult,,insult
@juliehenches J’en ai vu des conne. Mais elle …,,insult,,insult
RT @RAbsolument: Espagne : Un migrant Marocain détruit une crèche de Noël à Calahorra au marteau https://t.co/0AaQRL4Iws,None,none,yes,none
@MaribelleMary @silvano_trotta @CorinneReverbel @elonmusk Ah ?! T’as pas muté alors ?!?? Donc finalement t’es aussi… https://t.co/iowhO2p3Cu,,none,,none
Vas-y porte nous la poisse en plus du reste toi espèce de gros fdp https://t.co/F0VShgdGZX,,bullying,,bullying
"@Alice_cllet T'es pas conne c'est ça l'amour 😉
 
 Par contre parfois ça suffit pas pour que le couple tienne.
 
 Le pl… https://t.co/tVLFaBNXC4",,none,,none
exactement la théorie que j’avais je vous jure des gros porcs https://t.co/pTk5wwiq0M,,none,,none
@swf_dk @mia_3919 @6seyna Moi elle me fait trop de peine jte jure… j’ai arrêté de la suivre pour éviter d’avoir a r… https://t.co/xk8cSgo45p,,none,,none
RT @LGuennole: @Kabilasoya @Yeah_is_Jason Il prouve aussi que les femmes peuvent chercher à séduire le même homme jusqu’à se dénuder en sac…,,sexual harassment,,sexual harassment
"@f_philippot La pute de Poutine qui exhorte à la France libre, mais faites vous soigner car vous avez un sérieux pr… https://t.co/rGuFL86TGF",,hate speech,,hate speech
@DoReMi_Libre d'antivax on passe maintenant à extrême droite ... bref toujours une excuse débile pour éviter un débat d'idées.,,none,,none
@Laaizeen_ C’est grave gros va voir mon last tweet,,none,,none
RT @RAbsolument: Espagne : Un migrant Marocain détruit une crèche de Noël à Calahorra au marteau https://t.co/0AaQRL4Iws,None,none,yes,none
"@lainkyto @Ronigaot Bah même en prime, sort moi un match ref d’ozil contre un gros club ?",,none,,none
"@EmmanuelMacron Putain pendant que les français crèvent la bouche ouverte, qu’il nous ordonne de pas nous chauffer… https://t.co/Euq3D3PPE4",,none,,none
@nonaugenocide @flav3875 Alors toi t’es vraiment la merde de chien qui emmerde tout le monde au milieu du trottoir!… https://t.co/x83X53kbkW,,bullying,,bullying
@laspeciale9 Ptdrrrr Jaime trop ce genre de conneries gros ! Attends attends prono pour tout à l’heure ?,,bullying,,bullying
Soutenir la France c’est très bien mais rabaisser sur la carte vital espèce de suceur juste t’es au courant que la… https://t.co/Kd8bYgNqu4,,bullying,,bullying
"@zitargane1 @equipedefrance @TF1 Et les joueurs du Sénégal sont née en france, raciste de merde les arabes vous ete… https://t.co/SIpqLAjPNB",,racism,,racism
"@Generations7080 @Telepoche Non chez nous c'était télé 7 jours, on attendait le cadeau dans la lessive bonus, le gros carton.",,none,,none
RT @RAbsolument: Espagne : Un migrant Marocain détruit une crèche de Noël à Calahorra au marteau https://t.co/0AaQRL4Iws,None,none,yes,none
"@SkippyCGT @Cartola_70 @S_Legrain Des coups et du harcèlement sur plusieurs mois, les coups en 2021 et le harcèleme… https://t.co/ArsVXP0mD0",,none,,none
"RT @YungNegrowski: Je suis choquée. Tu es policier, une fille vient te dire qu’il y a des traffics sexuels, de la pedocriminalité et du cyb…",,harassment,,harassment
RT @IC3COOKY: moi j’ai compris le but de l’anime en gros faut pas aller dans les boîtes de nuit c’est que des trucs haram après ça te retou…,,none,,none
"@pcyclone41 @GaliaAckerman @DeskRussie Donc, vous êtes pro zèle en ski, pro OTAN, pro Europe et pro ricain ?
 Schwab… https://t.co/03XZbZVmoq",,none,,none
@aminethugo1 Ce gros fdp avait critiquer avant même que sa sorte,,none,,none
"@PatrickAdemo je m'en remets pas
 normalement la coupe du monde, c'est barbec rosé
 là c'est pâté de roquefort gros r… https://t.co/Y5rAmVAZaM",,none,,none
"@MademoiselleBlk @tafsutaberkant Je ne fume pas, je ne suis pas alcoolique comme beaucoup de rebeu adepte de la biè… https://t.co/x1TMO3vSOM",,none,,none
@IlannTrax Arrête gros cancer 😡😡,Insult,none,,none
"@_mr_bushido_san @deadolinho @moby_lmb Je ne m'énerve pas, en gros ma phrase veut dire: je cite ""t,'as jamais écrit… https://t.co/AuNgndwJpq",,none,,none
"@LnaDo12 Merci Domi, gros bisous 😘😘😘, et caresses à tes bébés 🥰",,none,,none
@Chawaonthebeach @staracreact Comment ça tu connais rien aux miss t’es un gros baiseur,,harassment,,harassment
RT @RAbsolument: Espagne : Un migrant Marocain détruit une crèche de Noël à Calahorra au marteau https://t.co/0AaQRL4Iws,None,none,yes,none
"RT @Tristzzer: 2 bémols sur le concert de Damso : les blancs sont tellement à l’aise avec le n-word c’est maladif, ça chantait des gros : «…",,none,,none
"RT @ulmoo95: « Met toi avec un renoi », on est des objets ? https://t.co/nS6g38nDbt",,racism,,racism
@le_r07 @Footballogue La meilleur équipe que vous avez joué pendant cette série de victoire c'est le Mexique mdr 2-2 mdrrrr c'est trop gros,,none,,none
@le_r07 @Footballogue Mdr gros même pas c'est juste que c'est la vérité l'Algérie joue mais si une équipe africaine… https://t.co/Rd5DAm3hFk,,none,,none
"@HectorMadrilene @benjipaname @Footballogue Tous né en France gros f*DP, tous formé en France ou dans un pays europ… https://t.co/giR65Rhu7d",,none,,none
"RT @lae_gmz: « j’suis attachée mais t’es un Renoi, t’es pas musulman, tu pries pas tu préfère dealer » mais pitié qui gère la musique de We…",,racism,,racism
@Cyrilhanouna @h2oprodoff @C8TV Merci mes chéries !! Je voys aime j’aime tout le monde j’aime le vert le bleu…j’aim… https://t.co/GczxWdhOF3,,none,,none
"RT @LeaFrct: Ma petite sœur de 20 ans étudie à #Bordeaux, elle vient de me raconter sa soirée après France-Maroc. Elle a croisé la route de…",,none,,none
"RT @systemcruyff: @cavousf5 10 ans que ça dure, mais les médias a fond derrière les verts et le gouvernement. Gros pipo de transition écol…",,none,,none
"RT @realmarcel1: L’enchaînement du gros plan sur l’énorme lustre allumé en pleine journée et « la sobriété, ça fonctionne » dans cette vidé…",,none,,none
"Selon les enquêteurs, cela en fait l'un des plus gros fournisseurs d'images de violences sexuelles contre les enfan… https://t.co/VlaDOcfij2",,sexual harassment,,sexual harassment
"Auparavant, un autre réfugié ukrainien s'était plaint des conditions de vie en Grande-Bretagne. Dans le même temps,… https://t.co/0Uy4GCHcqj",,none,,none
RT @WakeUp24495: Ptdrrrr c’est des noirs sous Perruque de septembre à septembre et défrisés qui taille un renoi qui assume une coupe que ce…,,racism,,racism
"@quefollate @blmblvck c’est à cause de la pollution et la consanguinité, c’est pour ça qu’ils naissent avec des mal… https://t.co/J8hRqLiGmA",,hate speech,,hate speech
Et voilà le problème. Je ne suis pas une pute. Ni d’ailleurs une pute autrichienne. Suis journaliste lanceur d’aler… https://t.co/pVkxSueCJQ,,none,,none
"@RifAk47Nador @Khfifi6 @vetchoo92 Il est parti seul dans le quartier a bassem pour venir l'enculer , aucun rebeu n'… https://t.co/MuCmDugroA",,sexual harassment,,sexual harassment
Je vous en supplie je paierai des gros supplément pour des wagons sans enfants @SNCF,,none,,none
"@OffTheHot @ZheroKevin @PlayStationFR Normal, @SonyFrance ne font pas trop communiquer sur le nombre d'heure passer… https://t.co/xbjLMTHuEP",,none,,none
@Princereyprince @GrumpyManon @celine_murel Vous avez lu le mot harcèlement à quel moment dans mon tweet ?,,none,,none
L'abominable débile https://t.co/qdXsD0PYr8,,insult,,insult
@PoliceRealites @EmmanuelMacron devrait s'occuper des français SDF et des personnes âgées qui ont froid plutôt que… https://t.co/bgX8rcu4cl,,none,,none
@COSTESLionelEr @EmmanuelMacron @leJDD Ce qui confirme bien que les français sont des gros cons (sous réserve de ce… https://t.co/qLJ8pTwIZS,,hate speech,,hate speech
RT @RAbsolument: Espagne : Un migrant Marocain détruit une crèche de Noël à Calahorra au marteau https://t.co/0AaQRL4Iws,None,none,yes,none
"RT @FDEVPimsCovid: @SellamiSabrina1 Après les embrassades, les gros câlins ,les mains serrées du président durant son voyage au Qatar, il v…",,none,,none
"RT @LeaFrct: Ma petite sœur de 20 ans étudie à #Bordeaux, elle vient de me raconter sa soirée après France-Maroc. Elle a croisé la route de…",,none,,none
"RT @Lass2fois: La 3e étoiles ou rien, fuck l’Argentine et ses gros suceurs",,hate speech,,hate speech
@Perceval95130 @mhugo82490904 @DamienRieu T'es encore là toi ? T'en as pas marre de te faire bifler ? T'en redemand… https://t.co/SNI54iCYQd,,bullying,,bullying
@Radio_Jambon Criss de conne !,Insult,none,,none
@kampart2 @SamSylla11 Je t’ai rep insta gros,,none,,none
@GilbertCollard Gros menteur et manipulateur vs n’avez mm pas honte.,,none,,none
RT @RAbsolument: Espagne : Un migrant Marocain détruit une crèche de Noël à Calahorra au marteau https://t.co/0AaQRL4Iws,None,none,yes,none
@EmmanuelMacron T'es un putain de gros tocard !!,Insult,insult,,insult
"RT @lenfant_noir_SN: Anonyme 
 Ces 2 malfrats ont agressé mon frère devant la banque cbao qui se trouve à Ouest foire Ils ont emporté son sa…",,harassment,,harassment
"Le meilleur joueur ⭐️ : Griezmann/Messi 
  Le plus gros flop ❌ : Cr7/Nunez
  La pépite 💎 : Gakpo
  La surprise 🎁 : Mar… https://t.co/e2u67PWqQe",,none,,none
@amelieeff @kln________ mais connasse ça fais 20 fois on en parle ptpdpdprpr,,none,,
@Stormzeru @lepaindufutur En gros le gamin a la fin de la video il a le crâne pété le cortex endommagé les lobs fro… https://t.co/qv1Zq8p2Jb,,none,,
RT @YAHMEDXyZ5: Je suis mort mais pq tu ramènes ça à l’islam espèce de gros dégénérés ?,,insult,,
@KaiKenza Bon dimanche à vous deux....gros bisous à la princesse 😘😘😘 https://t.co/pUeMrOlvIC,,none,,
RT @HarrisBrad03: Donc en gros un Bachelor c'est un Fuckboy qui passe à la télé ?,,hate speech,,
"@CNEWS C'est le gouvernement que tu as soutenu avec avec le gros con qui nous appelait les ""sans dent "" qui sont en… https://t.co/JZg2OzGlQe",,none,,
RT @RAbsolument: Espagne : Un migrant Marocain détruit une crèche de Noël à Calahorra au marteau https://t.co/0AaQRL4Iws,None,none,yes,
@katiola_ Tout les renoi de l’équipe de France aurai de la fierté il ne jouerai pas ! Et la 🤣on verrai le classemen… https://t.co/YeVIQGvO2L,,racism,,
"RT @LeaFrct: Ma petite sœur de 20 ans étudie à #Bordeaux, elle vient de me raconter sa soirée après France-Maroc. Elle a croisé la route de…",,none,,
@RFI Le Congo au congolais de père et de mère. Pas ceux qui pillent avec des gros camion nos minerais puis devenir… https://t.co/xN2mE03I1c,,none,,
"@Crazy_Milanista alors, tu as un gros bite 🤙",,sexual harassment,,
"RT @cryptoFoufi: 💡Analyse💡
 
 ⭐️Break à la baisse de supports importants pour les plus gros indices. Soyons prudent.
 
 ➡️N'hésitez pas à RT &amp;…",,none,,
@sandrousseau Comment vous organisez vous pour tous twitter la même chose au même moment ? Ça doit être un gros tra… https://t.co/rUh2eWrJ2m,,none,,
