text,Label
"RT @LeaFrct: Ma petite sœur de 20 ans étudie à #Bordeaux, elle vient de me raconter sa soirée après France-Maroc. Elle a croisé la route de…",None
"RT @LeaFrct: Ma petite sœur de 20 ans étudie à #Bordeaux, elle vient de me raconter sa soirée après France-Maroc. Elle a croisé la route de…",None
"RT @LeaFrct: Ma petite sœur de 20 ans étudie à #Bordeaux, elle vient de me raconter sa soirée après France-Maroc. Elle a croisé la route de…",None
"RT @LebrunDavid7: @J_Bardella Dechavane et son voisin d’émission don le nom et la notoriété ne pas du tout interpellé, son vraiment dans le…",None
"RT @LeCafeDuGeek: Jour 18 - #LaHotteLCDG #Concours 🎄
Aujourd'hui, gros cadeau ! @DenonFR nous propose de vous faire gagner le AH-1200. Fonc…",None
"RT @LeCafeDuGeek: Jour 18 - #LaHotteLCDG #Concours 🎄
Et hop ! Deuxième gros cadeau de la journée, un SSD LaCie Porsche Design de 4To ! Noël…",None
RT @Lectures_Rouges: Les petits bourgeois blancs qui font exprès de parler comme des cassos pour correspondre à l'image raciste qu'ils se f…,Racism
RT @LegliseFrancoi1: David n’était pas un migrant…,None
"RT @LeRobert_com: Qui choisit les nouveaux mots et sur quels critères ? Comment les repère-t-on ? Découvrez vite ce ""Top 12 des questions q…",None
"RT @LeRobert_com: Qui choisit les nouveaux mots et sur quels critères ? Comment les repère-t-on ? Découvrez vite ce ""Top 12 des questions q…",None
"RT @LeRobert_com: Qui choisit les nouveaux mots et sur quels critères ? Comment les repère-t-on ? Découvrez vite ce ""Top 12 des questions q…",None
RT @letheoricien228: @lefrereEL Mais j’ai vécu la même situation dans un avion quand j’ai raconté ça ici on m’a dit «  mets toi à la place…,None
"RT @LioOnly: Traitement de 750T / Jour , les gros chiffres arrivent ↗️🍾 $ALAMG #AUPLATA1 @elonmusk https://t.co/twbAwfMwKd",None
RT @Louuve71: @its_elisha_ Elle veut que du buzz vous lui donne ce qu'elle veut elle c'est très bien ce qu'elle fait elle se fou de votre G…,Hate_Speech
"RT @louwouhou: @Maxildan J'aurais zéro cadeau, du coup, je croise les doigts pour un bon gros 10cm de neige !",None
"RT @LoveNkap: Chaque fois que vous cotoyez une meuf qui dit ce genre de choses, fuyez. C'est un gros RedFlag",None
"RT @lRLwillgraham: ""credit  agricole""  fils  de pute  on  est  au  moyen  age  jdois  payer  le  seigneur  en  blé",Sexism
"RT @lthe_z: Très anxieux pour cette finale!
Heureusement un ami zététicien m'a dit que si on perd c'est parce qu'on aura raison de perdre c…",None
"RT @lthe_z: Très anxieux pour cette finale!
Heureusement un ami zététicien m'a dit que si on perd c'est parce qu'on aura raison de perdre c…",None
RT @lubellule4: Bonjour tout le monde je suis venue vous souhaiter un excellent dimanche en famille où entres ami(e)s le principal c’est d’…,None
RT @lubellule4: Bonjour tout le monde je suis venue vous souhaiter un excellent dimanche en famille où entres ami(e)s le principal c’est d’…,None
RT @lubellule4: Bonjour tout le monde je suis venue vous souhaiter un excellent dimanche en famille où entres ami(e)s le principal c’est d’…,None
RT @lubellule4: Bonjour tout le monde je suis venue vous souhaiter un excellent dimanche en famille où entres ami(e)s le principal c’est d’…,None
RT @lubellule4: Bonjour tout le monde je suis venue vous souhaiter un excellent dimanche en famille où entres ami(e)s le principal c’est d’…,None
RT @lux_morgana: Depuis le 20 novembre j’ai tjr laissé mon mec regarder la cdm en paix mais pour une soirée miss France c’est « prends la t…,None
"RT @madame_pivoine: @noradrenalinee Ah oui, donc selon vous:
- être gros = être moche
- être gros interdit avoir des goûts personnels",Bullying
"RT @mado_mader: @zazafontaine42 Bonjour douce Isabelle  ⚘💞
Comment va mon amie ce matin  ...
J'ose penser, que tu vas bien  mon amie 🥰🙏🏻
Je…",None
"RT @mado_mader: @zazafontaine42 Bonjour douce Isabelle  ⚘💞
Comment va mon amie ce matin  ...
J'ose penser, que tu vas bien  mon amie 🥰🙏🏻
Je…",None
RT @madofokoo: Vraiment c’est Marseille qui dort. Alors qu’on a que des gros.,None
"RT @maelledgh: Je suis vrmt entrain de juger de ouf les meifs de miss france 2023 alors que je suis sous gros jogo et gros sweat.
Mdrrr le…",Sexism
RT @MaghrebDisco: Si les trois ballons d'or français refusent d'asster a la final que joue leur pays...c'est qu'il y a vraiment un gros pro…,None
RT @MaghrebDisco: Si les trois ballons d'or français refusent d'asster a la final que joue leur pays...c'est qu'il y a vraiment un gros pro…,None
RT @MaghrebDisco: Si les trois ballons d'or français refusent d'asster a la final que joue leur pays...c'est qu'il y a vraiment un gros pro…,None
RT @maillebi: Halte au harcèlement du patriarcat des vieux mâles blancs! https://t.co/Xn1ChfU4zx,None
RT @maillebi: Halte au harcèlement du patriarcat des vieux mâles blancs! https://t.co/Xn1ChfU4zx,None
RT @maillebi: Halte au harcèlement du patriarcat des vieux mâles blancs! https://t.co/Xn1ChfU4zx,None
"RT @ManonAubryFr: L'exploitation à mort des travailleurs migrants de facto permise par le Qatar est connue depuis longtemps.
 
Mais en 2021…",None
RT @Marc_Doyer: Prochainement je vais engager une procédure ! Y compris contre tous ceux qui auront désinformé 👉j’ai reçu à ce jour environ…,None
RT @MARGUERITTEPao1: Gros 🐈‍⬛ trop drôle @eelturcodana @MARGUERITTEPao1 @LancelotCrow @AmordAlma_ @Samir24100 @artofmundane @artofmundane @…,Remove
RT @marizune1: @KARLOLIVE @ThivGrignon @OlivierKlein93 @emmaus_france Je vais devenir migrant en fait.  Ils sont mieux logés que moi 🤮😱😱,Racism
RT @MarleneSchiappa: Le harcèlement en meute infligé par des militants à une femme qui a simplement osé faire valoir son droit à vivre sans…,None
RT @MarleneSchiappa: Le harcèlement en meute infligé par des militants à une femme qui a simplement osé faire valoir son droit à vivre sans…,None
"RT @Maroc86786082: @Nhamiso Oui je pense que #yousralkh à véritablement un gros retard mental  .. comment elle s’exprime, ses réflexions ,…",Bullying
RT @MartyMc36914812: Malheureusement en France sous macron David a le malheur d'être français et s'il était un migrant il aurait eu droit u…,None
RT @MartyMc36914812: Malheureusement en France sous macron David a le malheur d'être français et s'il était un migrant il aurait eu droit u…,None
RT @MaryC7773: Bravo à Eric Revel qui remet à sa place les affreux gauchistes que sont le gros Dray et l’affreux Zeribi. Ils sont tellement…,Hate_Speech
RT @MaryC7773: Bravo à Eric Revel qui remet à sa place les affreux gauchistes que sont le gros Dray et l’affreux Zeribi. Ils sont tellement…,None
RT @MaryC7773: Bravo à Eric Revel qui remet à sa place les affreux gauchistes que sont le gros Dray et l’affreux Zeribi. Ils sont tellement…,None
RT @MaryC7773: Bravo à Eric Revel qui remet à sa place les affreux gauchistes que sont le gros Dray et l’affreux Zeribi. Ils sont tellement…,None
RT @MaryC7773: Bravo à Eric Revel qui remet à sa place les affreux gauchistes que sont le gros Dray et l’affreux Zeribi. Ils sont tellement…,None
RT @MaryC7773: Bravo à Eric Revel qui remet à sa place les affreux gauchistes que sont le gros Dray et l’affreux Zeribi. Ils sont tellement…,None
"RT @mathildekrst: Montres de luxe, invitations, bons d’achat… La technique est simple : un (gros) cadeau en échange d’une décision politiqu…",None
"RT @mathildekrst: Montres de luxe, invitations, bons d’achat… La technique est simple : un (gros) cadeau en échange d’une décision politiqu…",None
"RT @MayasFNBR: A LA RECHERCHE D'UN MATE POUR CUP PLACEMENT ET NEXT EVENT 🏆

4k5 pr all 3k Eu
2 demi ccc 5xtop 100
Fraggeur (gros gf)
Need u…",None
RT @Mbapied954: Non le froid vraiment il est en train de me baiser je suis sa pute la,Sexism
RT @Mefietoidesmef2: @Poulin2012 Ben voilà et en gros il vous emmerde,Hate_Speech
RT @memelibertarien: La décroissance c'est le retour de la pénibilité au travail. https://t.co/Aul6vY3Tgt,None
"RT @MessiFrance_: Il y’aura plus de 50 000 fans argentins pour la finale à Doha, une chose encore jamais arrivé dans l’histoire de la coupe…",None
"RT @Michel_Angel1: 🔴Beaucoup de médecins, pharmaciens... ""Piquouseurs"" vont avoir de gros soucis avec la justice.

À toutes les victimes...…",None
"RT @michel_sympa: Je viens de vérifier la liste de mes followers et les gros nibards sont clairement sous représentés.
C'est déplorable!
A…",Sexism
"RT @michelkollar: un de mes premiers souvenirs de foot, la main de Marius Trésor face à l'Argentine en 1978 et un gros sentiment de s'être…",None
RT @MickaCorreia: Superbe image du président du pays des droits humains dans une pétromonarchie entre un homme cité dans les Panama Papers…,None
"RT @MilovanCavor: Vivant il y a ~25 millions d'années, l'ancêtre de tous les félins était un (gros) chat: proailouros (~1 mètre, ~10 kg) ht…",None
"RT @MilovanCavor: Vivant il y a ~25 millions d'années, l'ancêtre de tous les félins était un (gros) chat: proailouros (~1 mètre, ~10 kg) ht…",None
RT @MinosTV_: Il y a que moi qui trouve le concept de miss France complètement débile en 2022 et qui montre un visage de la femme ou si tu…,None
"RT @MMArena_: Arman Tsarukyan: 

""Mon objectif est de faire une revanche avec Islam Makhachev. Je lui ai donné le combat le plus difficile…",None
"RT @MMArena_: Arman Tsarukyan: 

""Mon objectif est de faire une revanche avec Islam Makhachev. Je lui ai donné le combat le plus difficile…",None
RT @MOCA7500: @CassinDe23 @catfan57200 @Coeur_Turquoise @Papounay_ @limon_jaime @Franc_de_Sousse @hagaysobol @JeanneMReinhart Merci chère D…,None
RT @Monque47: Il avait un peu raison je ne connais pas le contexte quand il a dit de @francoislegault  est un attardé mais pour moi il est…,None
RT @monsieurnaudin: S’il était migrant illégal et s’était appelé Djibril il aurait été logé dans un château … Merci la France de #Macron 🤮🤮🤮,Hate_Speech
RT @monsieurnaudin: S’il était migrant illégal et s’était appelé Djibril il aurait été logé dans un château … Merci la France de #Macron 🤮🤮🤮,None
RT @MoorishMovement: 🔴🇲🇦🇪🇸— La Mairie de Calahorra dément une fake news de @GilbertCollard qui accusait un migrant marocain d'avoir détruit…,None
RT @MoorishMovement: 🔴🇲🇦🇪🇸— La Mairie de Calahorra dément une fake news de @GilbertCollard qui accusait un migrant marocain d'avoir détruit…,None
RT @MoorishMovement: 🔴🇲🇦🇪🇸— La Mairie de Calahorra dément une fake news de @GilbertCollard qui accusait un migrant marocain d'avoir détruit…,None
RT @MoroccoIntel: 🇲🇦🇪🇸| La Mairie de Calahorra dément la fake news de Gilbert Collard qui accusait un migrant marocain🇲🇦 d'avoir détruit un…,None
RT @MoroccoIntel: 🇲🇦🇪🇸| La Mairie de Calahorra dément la fake news de Gilbert Collard qui accusait un migrant marocain🇲🇦 d'avoir détruit un…,None
RT @MoroccoIntel: 🇲🇦🇪🇸| La Mairie de Calahorra dément la fake news de Gilbert Collard qui accusait un migrant marocain🇲🇦 d'avoir détruit un…,None
RT @MrMarlowe69: @Gallifredo @leclerc44959828 @MarxFanAccount c'est dit 1000 fois y compris le 'l'enquête n'a pas établi de fait de violenc…,None
"RT @MSF_france: [Journée internationale des migrant·es] 
Les personnes migrantes subissent de graves atteintes quotidiennement aux frontièr…",None
"RT @MSF_france: [Journée internationale des migrant·es] 
Les personnes migrantes subissent de graves atteintes quotidiennement aux frontièr…",None
"RT @MSF_france: [Journée internationale des migrant·es] 
Les personnes migrantes subissent de graves atteintes quotidiennement aux frontièr…",None
"RT @MSF_france: [Journée internationale des migrant·es] 
Les personnes migrantes subissent de graves atteintes quotidiennement aux frontièr…",None
"RT @MSF_france: [Journée internationale des migrant·es] 
Les personnes migrantes subissent de graves atteintes quotidiennement aux frontièr…",None
"RT @MSolidarites: Dimanche 18 décembre à Paris, nous manifesterons au départ de la Porte de la Chapelle à 11h, devant l’un des plus grands…",None
"RT @MSolidarites: Dimanche 18 décembre à Paris, nous manifesterons au départ de la Porte de la Chapelle à 11h, devant l’un des plus grands…",None
"RT @MSolidarites: Dimanche 18 décembre à Paris, nous manifesterons au départ de la Porte de la Chapelle à 11h, devant l’un des plus grands…",None
"RT @MSolidarites: Dimanche 18 décembre à Paris, nous manifesterons au départ de la Porte de la Chapelle à 11h, devant l’un des plus grands…",None
RT @MSolidarites: 📢Appel à des manifestations sur tout le territoire le 18 décembre 2022 à l’occasion de la journée internationale des migr…,None
RT @MSolidarites: 📢Appel à des manifestations sur tout le territoire le 18 décembre 2022 à l’occasion de la journée internationale des migr…,None
"RT @MSolidarites: 🔥 C'est aujourd'hui 🔥

Rendez-vous à 11h Porte de la Chapelle pour la Journée internationale des migrant·e·s : Manifestat…",None
"RT @MSolidarites: 🔥 C'est aujourd'hui 🔥

Rendez-vous à 11h Porte de la Chapelle pour la Journée internationale des migrant·e·s : Manifestat…",None
"RT @MSolidarites: Journée internationale des migrant·e·s : 1er round contre la loi Darmanin

📅1er round qui démarre à 11h porte de la Chape…",None
"RT @MSolidarites: Journée internationale des migrant·e·s : 1er round contre la loi Darmanin

📅1er round qui démarre à 11h porte de la Chape…",None
"RT @mutisalen: Pour le rattrapage des prières manquées depuis des années.

Vous pouvez vous organisez comme vous voulez.

Certains rajouten…",None
RT @n4kity: jss outrée les hommes font des gros tweet de gay « elle gngngngng » « jsp si rlle prl de mwaa » 🥹🥹🥹🥹🥹 soyez digne,Homophobia
RT @n6hssi: Putain mais jpe plus la sac j’aimais trop ses snap qd c’était une pute vrm son prime,Sexism
RT @n6hssi: Putain mais jpe plus la sac j’aimais trop ses snap qd c’était une pute vrm son prime,Sexism
"RT @nadine_Glauser: @calounettes Bonjour ma coquine 🥶 -7° à glagla 😁 🎄💚🌲🍀🎀🎅✨🎀
Je te souhaite une bonne journée un bon dimanche tu es prête…",None
RT @natbij01: @anchara_ J ai vuq un témoignage aussi ca fait de gros dégâts sur l estomac et le tube digestif,None
"RT @nausicalibre: @F_Desouche Si David s'appelait Omar et qu'il était faux migrant, il aurait une chambre au chaud dans un château, par les…",Racism
RT @nemesis_140: Tu as la vingtaine et tu viens critiquer une petite de 9 ANS sur Twitter alors qu’elle ne fait que s’amuser tout en sachan…,None
RT @nemesis_140: Tu as la vingtaine et tu viens critiquer une petite de 9 ANS sur Twitter alors qu’elle ne fait que s’amuser tout en sachan…,None
"RT @NFLFrance: 🏈 Les #Skol remontent 33 points pour le gros comeback de l’histoire de la NFL, et remportent la NFC North !

4e défaite cons…",None
"RT @NFLFrance: 🏈 Les #Skol remontent 33 points pour le gros comeback de l’histoire de la NFL, et remportent la NFC North !

4e défaite cons…",None
"RT @nico_lambert: 18 décembre. Aujourd'hui c'est la journée internationale des migrant.e.s. Alors, exigeons la régularisation générale des…",None
"RT @NicolasMeilhan: Moi Président, voici mes 4 premières mesures pour réindustrialiser notre pays :
- TVA kilométrique pour encourager les…",None
"RT @nissaandthecity: Another day pour tweeter sur les gros darons qui poussent dans les transports communs. 
Paris ville de l’amour ?
Je ne…",None
RT @Nlp78767029: @AbbaAliAlhadj1 @Peupah_Zouzoua C'est à cause des espèces comme vous que l'on insulte la veste!c'est ce que tu diras à ta…,None
"RT @nobru072: @ArielWeilT Je suis cycliste et je suis en entier désaccord avec vous.
Ca pourrait être partiellement vrai si vos pistes étai…",None
"RT @norabz: eh beh, un bon gros pavé réactionnaire sur la bouffe (ça commence au dixième paragraphe, cherchez ""inattendu"" dans la page), ça…",None
"RT @norabz: eh beh, un bon gros pavé réactionnaire sur la bouffe (ça commence au dixième paragraphe, cherchez ""inattendu"" dans la page), ça…",None
"RT @norabz: eh beh, un bon gros pavé réactionnaire sur la bouffe (ça commence au dixième paragraphe, cherchez ""inattendu"" dans la page), ça…",None
RT @nymphe_seb: C trop une dinguerie de réussir à manger assez pour être gros commeg,None
"RT @oAzzoo: Le PSG voulait le racheter pour en faire son Clairefontaine mais les habitants et les écolo ont tt fait pour l'en empêcher.
Auj…",None
"RT @oAzzoo: Le PSG voulait le racheter pour en faire son Clairefontaine mais les habitants et les écolo ont tt fait pour l'en empêcher.
Auj…",None
"RT @oAzzoo: Le PSG voulait le racheter pour en faire son Clairefontaine mais les habitants et les écolo ont tt fait pour l'en empêcher.
Auj…",None
"RT @oAzzoo: Le PSG voulait le racheter pour en faire son Clairefontaine mais les habitants et les écolo ont tt fait pour l'en empêcher.
Auj…",None
"RT @oAzzoo: Le PSG voulait le racheter pour en faire son Clairefontaine mais les habitants et les écolo ont tt fait pour l'en empêcher.
Auj…",None
"RT @oAzzoo: Le PSG voulait le racheter pour en faire son Clairefontaine mais les habitants et les écolo ont tt fait pour l'en empêcher.
Auj…",None
"RT @ondiraitIenord: coucou twi! ❣️
sur insta j’organise un gros concours si ça vous botte !! 

https://t.co/jn0xVqGqOX https://t.co/Yynbt8g…",None
"RT @ottou_sydney: Yaoundé aime les mariages avec les gros titres.
Il vient d'où ?
Ses parents font quoi?
Il a quel poste?",None
RT @pam33771: ☠️💉 Ils peuvent être si gros et si résistants qu'il est impossible de pomper du liquide d'embaumement dans les vaisseaux sans…,Bullying
RT @Pams_o: @kingsamo_ Mdr j’en ai une depuis au moins 1 semaine alors que toi non gros nulos 👎 https://t.co/8woWTiu2U7,Bullying
"RT @papanours60: Macron ; du pain non, des jeux oui

1. ""Ne pas politiser le sport"" affirme le gros vilain 
Mais de ses outils de travail i…",None
"RT @papanours60: Macron ; du pain non, des jeux oui

1. ""Ne pas politiser le sport"" affirme le gros vilain 
Mais de ses outils de travail i…",None
"RT @PASCAL_DEMINE: @AAKAGAMI_OP Des gros menteurs ...

Hier soir j'ai vu de mes yeux une dame de 50 ans poussé volontairement par un jeune…",None
"RT @PassionGaming30: Je suis serieu je veut que les 3 tape les ligament croisés, je veut les voir 😭😭 les 3 plus gros suceur que j'ai jamais…",Sexism
"RT @patom13: @Exactweet Faudrait un moment que l'Occident se rende compte du avant et après leurs interventions !
Après le passage de l'occ…",None
"RT @Patrick15333274: @STMendirect @le985fm @francoislegault Pourtant si c'est vrai il n'a rien dit de mal a part la vérité , @francoislegau…",None
"RT @PBalle2win: @CerfiaFoot On reconnaît facilement les journalistes ayant soif de buzz. Prêts à tout, même à déstabiliser l’équipe de Fran…",None
"RT @pcrehange: Il vit dans un quartier résidentiel de Kashiwa, ville de la grande banlieue de Tokyo
On a retrouvé Boris Le Lay, le néonazi…",None
RT @PedrinhoFCB2: @Egzon_kb Ta deux gros fdp en bannière et tu te plains d’un gardien,Hate_Speech
RT @petite_elyse: Un gros samedi 22h zot ja ka finmin ! C’est normal que Mcdo aura toujours de l’argent ! En Martinique après 22h tu peux r…,None
RT @Pi_2_Vi: Zelensky : - Le problème majeur que nous rencontrons avec Olena est l'alimentation de notre compte aux Bahamas : tous les dons…,None
"RT @PierreBotte1: ""Les yeux plus gros que le ventre"" https://t.co/388vOc27K8",Bullying
"RT @PierreBotte1: ""Les yeux plus gros que le ventre"" https://t.co/388vOc27K8",None
"RT @PierreBotte1: ""Les yeux plus gros que le ventre"" https://t.co/388vOc27K8",None
RT @PolicierEtFier: 🟥 Je recherche un graphiste pour du travail bénévole sur un compte instagram visant à faire de la prévention dans les d…,None
"RT @PrinceduParc: Les polémiques de @lequipe juste avant un gros match, nous, supporters du PSG, nous avons l'habitude !

Mais aujourd'hui,…",None
"RT @PrinceduParc: Les polémiques de @lequipe juste avant un gros match, nous, supporters du PSG, nous avons l'habitude !

Mais aujourd'hui,…",None
RT @qo_ideme6: @jmyremets @AliceVeille Livres de Michel Delorgeril. Tout est référencé. Les chiffres viennent des agences officielles et ét…,None
"RT @QuentinOwona007: Les filles qui ont les gros seins pensent qu'elles peuvent nous contrôler Lol 
tout d'abord vous avez raison mais....🤔…",Sexism
"RT @QuentinOwona007: Les filles qui ont les gros seins pensent qu'elles peuvent nous contrôler Lol 
tout d'abord vous avez raison mais....🤔…",Sexism
RT @RAbsolument: Espagne : Un migrant Marocain détruit une crèche de Noël à Calahorra au marteau https://t.co/0AaQRL4Iws,None
RT @RAbsolument: Espagne : Un migrant Marocain détruit une crèche de Noël à Calahorra au marteau https://t.co/0AaQRL4Iws,None
RT @RAbsolument: Espagne : Un migrant Marocain détruit une crèche de Noël à Calahorra au marteau https://t.co/0AaQRL4Iws,None
RT @RAbsolument: Espagne : Un migrant Marocain détruit une crèche de Noël à Calahorra au marteau https://t.co/0AaQRL4Iws,None
RT @RaphaDelpiero: Un des plus gros bouffon du monde du foot et le comportement lisse des dernières années pour laver son image n'y changer…,None
RT @RaphaDelpiero: Un des plus gros bouffon du monde du foot et le comportement lisse des dernières années pour laver son image n'y changer…,None
RT @RassNational53: J’imagine que personne n’aura froid en France cet hiver puisque Macron organisera l’acheminement vers l’Ukraine de 63 g…,None
RT @RauxJF: Un des plus gros mensonge de @rte_france : faire croire que les ENR sont essentielles à la sécurité d’approvisionnement alors q…,None
"RT @RazenBabouche02: C'est un projet qui lui a pris des mois et des mois, son plus gros projet les reufs donc allez stream à balle svp",None
"RT @razzorbakkusII: A dimanche bande de fils de pute
#argfra #FRA #francemaroc #FRAARG #Messi𓃵 #Argentina https://t.co/pEKlB5m72K",Hate_Speech
"RT @realmarcel1: L’enchaînement du gros plan sur l’énorme lustre allumé en pleine journée et « la sobriété, ça fonctionne » dans cette vidé…",Hate_Speech
"RT @realmarcel1: L’enchaînement du gros plan sur l’énorme lustre allumé en pleine journée et « la sobriété, ça fonctionne » dans cette vidé…",None
"RT @realmarcel1: L’enchaînement du gros plan sur l’énorme lustre allumé en pleine journée et « la sobriété, ça fonctionne » dans cette vidé…",None
"RT @realmarcel1: L’enchaînement du gros plan sur l’énorme lustre allumé en pleine journée et « la sobriété, ça fonctionne » dans cette vidé…",None
"RT @realmarcel1: L’enchaînement du gros plan sur l’énorme lustre allumé en pleine journée et « la sobriété, ça fonctionne » dans cette vidé…",None
"RT @realmarcel1: L’enchaînement du gros plan sur l’énorme lustre allumé en pleine journée et « la sobriété, ça fonctionne » dans cette vidé…",None
"RT @realmarcel1: L’enchaînement du gros plan sur l’énorme lustre allumé en pleine journée et « la sobriété, ça fonctionne » dans cette vidé…",None
"RT @realmarcel1: L’enchaînement du gros plan sur l’énorme lustre allumé en pleine journée et « la sobriété, ça fonctionne » dans cette vidé…",None
"RT @realmarcel1: L’enchaînement du gros plan sur l’énorme lustre allumé en pleine journée et « la sobriété, ça fonctionne » dans cette vidé…",None
"RT @realmarcel1: L’enchaînement du gros plan sur l’énorme lustre allumé en pleine journée et « la sobriété, ça fonctionne » dans cette vidé…",None
"RT @realmarcel1: L’enchaînement du gros plan sur l’énorme lustre allumé en pleine journée et « la sobriété, ça fonctionne » dans cette vidé…",None
"RT @realmarcel1: L’enchaînement du gros plan sur l’énorme lustre allumé en pleine journée et « la sobriété, ça fonctionne » dans cette vidé…",None
"RT @realmarcel1: L’enchaînement du gros plan sur l’énorme lustre allumé en pleine journée et « la sobriété, ça fonctionne » dans cette vidé…",None
"RT @RedCapProno: Kawhi 7 R - 1.64 - 1.5%✅

9 Rebonds pour KL, gros match avec 31 points pour lui aussi et la Win des Clippers.

↗️ +0.96%…",None
RT @RedChanelRed: @barriere_dr donc les jeunes n'avaient aucun risque mais on les a forcé à se faire injecter et si il y a myocardite c'est…,None
RT @ReineFaure: Journée internationale des migrant·es : lutter contre les atteintes aux droits via @MediapartBlogs https://t.co/MTnOvi1o5D,None
"RT @renaudpila: Si la France gagne, ce sera le plus gros rassemblement de doudounes de l’Histoire. Le Guiness book sur les dents. Ca caille…",None
RT @revoltes: @roge_yasmine @JeunesFI_LH @JeunesFIBdx @Action_Insoumis @AQuatennens @MathildePanot @mbompard @JFIPoitiers Si Quatennens est…,Remove
RT @ricofiascojr: @AmraneHB @Marvel_Fit Aux USA c'est eux qui font que avoir de plus en plus de gros,None
RT @Ris5Far_: Même si c’est pas trop gros mais les filles elles aiment trop faire les choquer quand c’est votre première fois avec,Sexism
RT @Rollo99619011: @LoetitiaH @Nouveau_Papy C'est qui cette conne,Hate_Speech
RT @RomainCG75: Gros Rappel ! La France doit les éteindre dimanche. #ARGFRA #FIFAWorldCup  https://t.co/ORRdQsjnlY,None
"RT @rtlgrandest: Je suivais le défilé des « motards Père-Noël » dans Nancy, ça se termine par un wheeling et un gros carton en plein centre…",None
"RT @Rubinshki: Ma participation au concours de création de Goodies, j'en parlais l'autre fois, avouez qu'un énorme pouf tout gros et tout d…",None
"RT @Runato_News: @USAenFrancais Depuis un fameux 11 Septembre, j'ai un gros problème avec les sources officielles.",None
RT @rzysk_: @Sahraoui_91 et ce ratio aussi à l’époque il prenait ribery pour un rebeu ?!?!?,Racism
"RT @saidsalhi527: Slimane Bouhafs n'a pas eu droit à un procès équitable, son kidnapping de Tunisie alors qu'il a un statut de réfugié est…",None
"RT @salaunorama: @Drmartyufml @GregoryPamart Marty, le gros beauf absolu qui n'a soigné aucun covid...un pauvre type !",None
RT @salimouuh: Soulève un gros cul,Sexism
RT @SamuelHahneman2: @Djame_ Hahahaha Les tocard dans les réponses ! « Pour montrer qu’elle a tort de dire que c’est misogyne on va montrer…,None
"RT @sananto49612100: @Natio_MLaFrance @yann6904 Si elle est basque, je me fais none 🤭 les Basques ont pu accepter ça ?😂 
Dans ma jeunesse ç…",None
"RT @sbl_ma: @Enthoven_R On dit une vaccination que je n ai pas choisie, et, un vaccin que je n ai pas choisi de me faire injecter . Même po…",None
"RT @SCCR_212: GROS GROS GROS BIG UP au public qui s’est déplacé au Qatar 🇶🇦 

Vous avez été énorme et exemplaire ! 👏❤️🇲🇦 https://t.co/4ZHbY…",None
"RT @SColligo: Et bim ! Miss Argentine même pas dans les 12. Gros avantage psychologique pour demain.
👏💪

#MissFrance",None
"RT @Sdm__92: C’EST RÉEL GROS !! ESSAYEZ SI VOUS DOUTER !! 🤣🤣 MR.MONDE 🌎🎱 
#LIENSDU100 #92i https://t.co/YuiwO34Slc",None
"RT @Sdm__92: C’EST RÉEL GROS !! ESSAYEZ SI VOUS DOUTER !! 🤣🤣 MR.MONDE 🌎🎱 
#LIENSDU100 #92i https://t.co/YuiwO34Slc",None
"RT @SebStub: @realmarcel1 Franchement… soyons honnête un instant 

Le gros plan sur le monstrueux lustre allumé en pleine journée dans une…",None
"RT @SelenaXeme: C'est pas Versailles ici...
Eh ben si..
Si tu veux la vie de château aux frais des français..
Devient migrant
Risée mondiale",Racism
"RT @SergeAstolfi: @ami_pays Corse Catin….

La presse française, dans son ensemble, est devenue la pute du Maquereau Macron, payée par les s…",Hate_Speech
"RT @SergeZaka: [Thread] L'épisode de froid se termine : aucune coupure d'électricité, aucune caractéristique d'une vague de froid, aucun re…",None
"RT @SergeZaka: [Thread] L'épisode de froid se termine : aucune coupure d'électricité, aucune caractéristique d'une vague de froid, aucun re…",None
"RT @SergeZaka: [Thread] L'épisode de froid se termine : aucune coupure d'électricité, aucune caractéristique d'une vague de froid, aucun re…",None
"RT @SergeZaka: [Thread] L'épisode de froid se termine : aucune coupure d'électricité, aucune caractéristique d'une vague de froid, aucun re…",None
"RT @SergeZaka: [Thread] L'épisode de froid se termine : aucune coupure d'électricité, aucune caractéristique d'une vague de froid, aucun re…",None
"RT @SergeZaka: [Thread] L'épisode de froid se termine : aucune coupure d'électricité, aucune caractéristique d'une vague de froid, aucun re…",None
"RT @SergeZaka: [Thread] L'épisode de froid se termine : aucune coupure d'électricité, aucune caractéristique d'une vague de froid, aucun re…",None
"RT @SergeZaka: [Thread] L'épisode de froid se termine : aucune coupure d'électricité, aucune caractéristique d'une vague de froid, aucun re…",None
"RT @SergeZaka: [Thread] L'épisode de froid se termine : aucune coupure d'électricité, aucune caractéristique d'une vague de froid, aucun re…",None
"RT @SergeZaka: [Thread] L'épisode de froid se termine : aucune coupure d'électricité, aucune caractéristique d'une vague de froid, aucun re…",None
"RT @SergeZaka: [Thread] L'épisode de froid se termine : aucune coupure d'électricité, aucune caractéristique d'une vague de froid, aucun re…",None
"RT @SergeZaka: [Thread] L'épisode de froid se termine : aucune coupure d'électricité, aucune caractéristique d'une vague de froid, aucun re…",None
"RT @SergeZaka: [Thread] L'épisode de froid se termine : aucune coupure d'électricité, aucune caractéristique d'une vague de froid, aucun re…",None
